TABLE_NAME,INDEX_NAME,INDEX_TYPE,IS_UNIQUE,IS_PRIMARY_KEY,COLUMN_NAME,KEY_ORDINAL,IS_INCLUDED_COLUMN
ACCOUNT_BAL_SUM,PK_ACCTBAL_SUM,CLUSTERED,YES,YES,ACCT_YEAR,4,NO
ACCOUNT_BAL_SUM,PK_ACCTBAL_SUM,CLUSTERED,YES,YES,ACCT_PERIOD,5,NO
ACCOUNT_BAL_SUM,PK_ACCTBAL_SUM,CLUSTERED,YES,YES,CURRENCY_ID,6,NO
ACCOUNT_BALANCE,PK_ACCOUNT_BALANCE,CLUSTERED,YES,YES,ACCOUNT_ID,1,NO
ACCOUNT_BALANCE,PK_ACCOUNT_BALANCE,CLUSTERED,YES,YES,SITE_ID,2,NO
ACCOUNT_BALANCE,PK_ACCOUNT_BALANCE,CLUSTERED,YES,YES,ACCT_YEAR,3,NO
ACCOUNT_BALANCE,PK_ACCOUNT_BALANCE,CLUSTERED,YES,YES,ACCT_PERIOD,4,NO
ACCOUNT_BALANCE,PK_ACCOUNT_BALANCE,CLUSTERED,YES,YES,CURRENCY_ID,5,NO
ACCOUNT_BALANCE,X_ACCT_BAL_1,NONCLUSTERED,NO,NO,ACCT_YEAR,1,NO
ACCOUNT_BALANCE,X_ACCT_BAL_1,NONCLUSTERED,NO,NO,ACCT_PERIOD,2,NO
ACCOUNT_BALANCE,X_ACCT_BAL_2,NONCLUSTERED,NO,NO,SITE_ID,1,NO
ACCOUNT_BALANCE,X_ACCT_BAL_3,NONCLUSTERED,NO,NO,ACCOUNT_ID,1,NO
ACCOUNT_BALANCE,X_ACCT_BAL_3,NONCLUSTERED,NO,NO,SITE_ID,2,NO
ACCOUNT_BALANCE,X_ACCT_BAL_3,NONCLUSTERED,NO,NO,CURRENCY_ID,3,NO
ACCOUNT_BALANCE,X_ACCT_BAL_3,NONCLUSTERED,NO,NO,ACCT_YEAR,4,NO
ACCOUNT_BUDGET,PK_ACCOUNT_BUDGET,CLUSTERED,YES,YES,account_id,1,NO
ACCOUNT_BUDGET,PK_ACCOUNT_BUDGET,CLUSTERED,YES,YES,SITE_ID,2,NO
ACCOUNT_BUDGET,PK_ACCOUNT_BUDGET,CLUSTERED,YES,YES,acct_year,3,NO
ACCOUNT_BUDGET,PK_ACCOUNT_BUDGET,CLUSTERED,YES,YES,acct_period,4,NO
ACCOUNT_BUDGET,PK_ACCOUNT_BUDGET,CLUSTERED,YES,YES,budget_type,5,NO
ACCOUNT_BUDGET,PK_ACCOUNT_BUDGET,CLUSTERED,YES,YES,budget_code,6,NO
ACCOUNT_BUDGET,PK_ACCOUNT_BUDGET,CLUSTERED,YES,YES,currency_id,7,NO
ACCOUNT_BUDGET_SUM,PK_ACCOUNT_BUDGET_SUM,CLUSTERED,YES,YES,SPID,1,NO
ACCOUNT_BUDGET_SUM,PK_ACCOUNT_BUDGET_SUM,CLUSTERED,YES,YES,ACCOUNT_ID,2,NO
ACCOUNT_BUDGET_SUM,PK_ACCOUNT_BUDGET_SUM,CLUSTERED,YES,YES,SITE_ID,3,NO
ACCOUNT_BUDGET_SUM,PK_ACCOUNT_BUDGET_SUM,CLUSTERED,YES,YES,ACCT_YEAR,4,NO
